decision_id	condition	stability_region	dominant_state	source	term_id	term_description	adjusted_p	enrichment_measure	historical_interpretation	current_evidence_note
PROFILE_002	UV	Highly Stable	down	KEGG	K04358	unavailable in frozen authority	0.0213084955353013	163.136363636364	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K04462	unavailable in frozen authority	0.0213084955353013	163.136363636364	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K04678	unavailable in frozen authority	0.0213084955353013	163.136363636364	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K05093	unavailable in frozen authority	0.0213084955353013	32.6272727272727	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K05725	unavailable in frozen authority	0.0213084955353013	163.136363636364	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K05871	unavailable in frozen authority	0.0213084955353013	163.136363636364	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K09309	unavailable in frozen authority	0.0213084955353013	163.136363636364	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K09372	unavailable in frozen authority	0.0213084955353013	163.136363636364	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K12326	unavailable in frozen authority	0.0213084955353013	163.136363636364	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K13168	unavailable in frozen authority	0.0213084955353013	163.136363636364	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K14937	unavailable in frozen authority	0.0213084955353013	163.136363636364	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K18493	unavailable in frozen authority	0.0213084955353013	163.136363636364	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K22410	unavailable in frozen authority	0.0213084955353013	163.136363636364	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K00735	unavailable in frozen authority	0.0254935945051417	81.5681818181818	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K01325	unavailable in frozen authority	0.0254935945051417	81.5681818181818	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K03495	unavailable in frozen authority	0.0254935945051417	81.5681818181818	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K03963	unavailable in frozen authority	0.0254935945051417	81.5681818181818	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K04803	unavailable in frozen authority	0.0254935945051417	81.5681818181818	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K06819	unavailable in frozen authority	0.0254935945051417	81.5681818181818	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K07817	unavailable in frozen authority	0.0254935945051417	81.5681818181818	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K09091	unavailable in frozen authority	0.0254935945051417	81.5681818181818	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K10158	unavailable in frozen authority	0.0254935945051417	81.5681818181818	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K12374	unavailable in frozen authority	0.0254935945051417	81.5681818181818	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K14071	unavailable in frozen authority	0.0254935945051417	81.5681818181818	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K14549	unavailable in frozen authority	0.0254935945051417	81.5681818181818	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K14985	unavailable in frozen authority	0.0254935945051417	81.5681818181818	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K19584	unavailable in frozen authority	0.0254935945051417	81.5681818181818	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	ko04014	unavailable in frozen authority	0.030342881141946	6.39693821760525	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	ko04015	unavailable in frozen authority	0.030342881141946	6.56381486676017	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	ko04080	unavailable in frozen authority	0.030342881141946	4.65539292312065	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	ko04510	unavailable in frozen authority	0.030342881141946	6.56381486676017	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	map04014	unavailable in frozen authority	0.030342881141946	6.39693821760525	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	map04015	unavailable in frozen authority	0.030342881141946	6.56381486676017	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	map04080	unavailable in frozen authority	0.030342881141946	4.65539292312065	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	map04510	unavailable in frozen authority	0.030342881141946	6.56381486676017	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K02183	unavailable in frozen authority	0.0325465340442862	54.3787878787879	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K04251	unavailable in frozen authority	0.0325465340442862	54.3787878787879	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K05097	unavailable in frozen authority	0.0325465340442862	54.3787878787879	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K05193	unavailable in frozen authority	0.0325465340442862	54.3787878787879	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K06271	unavailable in frozen authority	0.0325465340442862	54.3787878787879	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K15109	unavailable in frozen authority	0.0325465340442862	54.3787878787879	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	ko05224	unavailable in frozen authority	0.0338469586809496	8.16041848299913	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	map05224	unavailable in frozen authority	0.0338469586809496	8.16041848299913	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K03781	unavailable in frozen authority	0.0341132744708172	40.7840909090909	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K04209	unavailable in frozen authority	0.0341132744708172	40.7840909090909	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K04605	unavailable in frozen authority	0.0341132744708172	40.7840909090909	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K04611	unavailable in frozen authority	0.0341132744708172	40.7840909090909	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K05194	unavailable in frozen authority	0.0341132744708172	40.7840909090909	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K05195	unavailable in frozen authority	0.0341132744708172	40.7840909090909	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K05271	unavailable in frozen authority	0.0341132744708172	40.7840909090909	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K05273	unavailable in frozen authority	0.0341132744708172	40.7840909090909	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K14072	unavailable in frozen authority	0.0341132744708172	40.7840909090909	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K16449	unavailable in frozen authority	0.0341132744708172	40.7840909090909	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K19326	unavailable in frozen authority	0.0341132744708172	40.7840909090909	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	ko04010	unavailable in frozen authority	0.0358759697395873	5.46984572230014	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	ko04370	unavailable in frozen authority	0.0358759697395873	11.0464201416208	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	ko05200	unavailable in frozen authority	0.0358759697395873	3.60673786193989	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	ko05218	unavailable in frozen authority	0.0358759697395873	11.3225806451613	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	map04010	unavailable in frozen authority	0.0358759697395873	5.46984572230014	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	map04370	unavailable in frozen authority	0.0358759697395873	11.0464201416208	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	map05200	unavailable in frozen authority	0.0358759697395873	3.60673786193989	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	map05218	unavailable in frozen authority	0.0358759697395873	11.3225806451613	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K00512	unavailable in frozen authority	0.0409396009323794	32.6272727272727	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K00901	unavailable in frozen authority	0.0409396009323794	32.6272727272727	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K00665	unavailable in frozen authority	0.0472315688109537	27.1893939393939	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_002	UV	Highly Stable	down	KEGG	K14165	unavailable in frozen authority	0.0472315688109537	27.1893939393939	GO theme: Broad regulatory / cellular process; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen GO/KEGG term descriptions are unavailable and the historical broad catch-all profile is not supportable.
PROFILE_003	UV	Highly Stable	up	KEGG	K00235	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K01489	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K02259	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K03102	unavailable in frozen authority	0.024999226030154	62.9649122807017	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K03940	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K05349	unavailable in frozen authority	0.024999226030154	25.1859649122807	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K07409	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K07918	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K07923	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K07935	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K08738	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K09037	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K09638	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K09647	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K10449	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K14325	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K14411	unavailable in frozen authority	0.024999226030154	35.9799498746867	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
PROFILE_003	UV	Highly Stable	up	KEGG	K14850	unavailable in frozen authority	0.024999226030154	125.929824561403	GO theme: No significant GO enrichment; KEGG theme: Other KEGG / manual review	No specific profile-level biological interpretation retained; frozen KEGG term descriptions are unavailable and nonspecific enrichment is not a biological theme.
